ID,MainCategory,SubCategory,TotalPower,Date
1,Fossil fuel,Natural gas,50,2021
17,Hydroelectric power,Hydroelectric power,16450,2021
6,Hydroelectric power,Hydroelectric power,14,2009
22,Fossil fuel,Natural gas,50,2013
3,Other renewable energies,Waste,27200,2016
17,Fossil fuel,Natural gas,50,2020
20,Other renewable energies,Photovoltaic,14.620000000000001,2001
11,Hydroelectric power,Hydroelectric power,90,2021
19,Fossil fuel,Natural gas,100,2018
17,Other renewable energies,Waste,11000,2012
2,Other renewable energies,Waste,17000,2012
19,Other renewable energies,Waste,11150,2013
21,Other renewable energies,Waste,18600,2010
21,Other renewable energies,Biomass,260,2018
11,Other renewable energies,Waste,21600,2012
22,Other renewable energies,Waste,21240,2006
4,Other renewable energies,Wind energy,900,2012
23,Other renewable energies,Biomass,127,2018
1,Other renewable energies,Biomass,3500,2005
18,Other renewable energies,Photovoltaic,93.9,2001
1,Other renewable energies,Waste,3100,2016
19,Other renewable energies,Photovoltaic,86.9,2002
17,Hydroelectric power,Hydroelectric power,16,1907
23,Other renewable energies,Photovoltaic,10.5,1989
4,Other renewable energies,Biomass,240,2009
2,Other renewable energies,Photovoltaic,68.8,2002
2,Other renewable energies,Photovoltaic,58.00000000000002,1996
8,Hydroelectric power,Hydroelectric power,72,2023
11,Other renewable energies,Photovoltaic,17.1,2003
8,Other renewable energies,Biomass,615,2010
17,Other renewable energies,Biomass,4177,2022
5,Other renewable energies,Biomass,6452,2022
1,Fossil fuel,Natural gas,20,2022
1,Other renewable energies,Wind energy,2.1,2022
1,Other renewable energies,Biomass,80,2017
18,Other renewable energies,Biomass,80,2016
24,Other renewable energies,Biomass,680,2016
1,Other renewable energies,Biomass,81,2016
20,Other renewable energies,Biomass,175,2016
26,Other renewable energies,Biomass,70,2016
17,Fossil fuel,Natural gas,120,2014
17,Fossil fuel,Natural gas,129,2015
1,Other renewable energies,Wind energy,9.8,2012
21,Hydroelectric power,Hydroelectric power,105,2021
18,Other renewable energies,Photovoltaic,63.6,2002
7,Hydroelectric power,Hydroelectric power,340,2021
18,Other renewable energies,Photovoltaic,10,1901
19,Hydroelectric power,Hydroelectric power,42224,1966
1,Other renewable energies,Photovoltaic,3.5,1995
18,Other renewable energies,Photovoltaic,140.2,1999
1,Other renewable energies,Photovoltaic,20.63,1991
17,Hydroelectric power,Hydroelectric power,1580,1909
15,Hydroelectric power,Hydroelectric power,60,1916
17,Hydroelectric power,Hydroelectric power,380,1906
17,Hydroelectric power,Hydroelectric power,1800,1921
17,Hydroelectric power,Hydroelectric power,1026,1991
17,Hydroelectric power,Hydroelectric power,16800,1976
18,Hydroelectric power,Hydroelectric power,1600,1941
2,Hydroelectric power,Hydroelectric power,1228,1986
