ID,MainCategory,SubCategory,TotalPower
5553,Other renewable energies,Photovoltaic,1822.50
5554,Other renewable energies,Photovoltaic,337.43
5555,Other renewable energies,Photovoltaic,133.88
5556,Other renewable energies,Photovoltaic,360.43
5556,Hydroelectric power,Hydroelectric power,26.50
5557,Other renewable energies,Photovoltaic,49.46
5557,Hydroelectric power,Hydroelectric power,5.00
5559,Other renewable energies,Photovoltaic,546.13
5560,Other renewable energies,Photovoltaic,284.92
5560,Other renewable energies,Biomass,289.90
5561,Other renewable energies,Photovoltaic,1774.25
5562,Other renewable energies,Photovoltaic,118.07
5563,Other renewable energies,Photovoltaic,75.69
5564,Other renewable energies,Photovoltaic,40.64
5566,Other renewable energies,Photovoltaic,451.59
5568,Other renewable energies,Photovoltaic,651.04
5581,Other renewable energies,Photovoltaic,1353.76
5582,Other renewable energies,Photovoltaic,2302.31
5583,Other renewable energies,Photovoltaic,5348.51
5583,Other renewable energies,Biomass,550.00
5584,Other renewable energies,Photovoltaic,3818.71
5585,Other renewable energies,Photovoltaic,813.10
5586,Other renewable energies,Photovoltaic,14088.60
5586,Other renewable energies,Waste,21240.00
5586,Hydroelectric power,Hydroelectric power,160.00
5586,Fossil fuel,Natural gas,225.00
5587,Other renewable energies,Photovoltaic,5551.19
5588,Other renewable energies,Photovoltaic,246.55
5589,Other renewable energies,Photovoltaic,2477.35
5590,Other renewable energies,Photovoltaic,1553.72
5592,Other renewable energies,Photovoltaic,2417.98
5601,Other renewable energies,Photovoltaic,541.25
5604,Other renewable energies,Photovoltaic,701.72
5606,Other renewable energies,Photovoltaic,1390.16
5606,Other renewable energies,Biomass,30.00
5607,Other renewable energies,Photovoltaic,3232.91
5607,Other renewable energies,Biomass,1135.00
5609,Hydroelectric power,Hydroelectric power,846.00
5609,Other renewable energies,Photovoltaic,8.67
5611,Other renewable energies,Photovoltaic,2235.36
5613,Other renewable energies,Photovoltaic,37.43
5621,Other renewable energies,Photovoltaic,811.65
5622,Other renewable energies,Photovoltaic,345.01
5622,Other renewable energies,Biomass,17.00
5623,Other renewable energies,Photovoltaic,332.66
5624,Other renewable energies,Photovoltaic,4950.75
5627,Other renewable energies,Photovoltaic,1692.32
5628,Other renewable energies,Photovoltaic,193.84
5629,Other renewable energies,Photovoltaic,969.82
5631,Other renewable energies,Photovoltaic,867.19
5632,Other renewable energies,Photovoltaic,682.69
5633,Other renewable energies,Photovoltaic,1042.76
5634,Hydroelectric power,Hydroelectric power,75.00
5634,Other renewable energies,Photovoltaic,806.20
5636,Other renewable energies,Photovoltaic,4590.04
5637,Other renewable energies,Photovoltaic,1306.68
5637,Other renewable energies,Biomass,195.00
5637,Hydroelectric power,Hydroelectric power,3500.00
5638,Other renewable energies,Photovoltaic,1107.78
5640,Other renewable energies,Photovoltaic,471.69
5642,Other renewable energies,Photovoltaic,3394.30
5642,Other renewable energies,Biomass,180.00
5643,Other renewable energies,Photovoltaic,1251.23
5645,Other renewable energies,Photovoltaic,393.36
5646,Other renewable energies,Photovoltaic,14.94
5649,Other renewable energies,Photovoltaic,1172.05
5650,Other renewable energies,Photovoltaic,504.22
5651,Other renewable energies,Photovoltaic,301.67
5652,Other renewable energies,Photovoltaic,341.06
5653,Other renewable energies,Photovoltaic,406.91
5654,Other renewable energies,Photovoltaic,373.72
5655,Other renewable energies,Photovoltaic,1609.74
5661,Other renewable energies,Photovoltaic,164.43
5663,Other renewable energies,Photovoltaic,163.22
5665,Other renewable energies,Photovoltaic,160.67
5669,Other renewable energies,Photovoltaic,319.25
5673,Other renewable energies,Photovoltaic,300.65
5674,Other renewable energies,Photovoltaic,50.58
5675,Other renewable energies,Photovoltaic,2159.49
5675,Other renewable energies,Biomass,58.00
5678,Other renewable energies,Photovoltaic,5858.54
5680,Other renewable energies,Photovoltaic,244.28
5683,Other renewable energies,Photovoltaic,130.12
5684,Other renewable energies,Photovoltaic,29.94
5688,Other renewable energies,Photovoltaic,62.50
5690,Other renewable energies,Photovoltaic,92.25
5692,Other renewable energies,Photovoltaic,822.81
5701,Other renewable energies,Photovoltaic,207.80
5702,Other renewable energies,Photovoltaic,1035.17
5703,Other renewable energies,Photovoltaic,687.55
5704,Other renewable energies,Photovoltaic,485.69
5705,Other renewable energies,Photovoltaic,501.97
5705,Hydroelectric power,Hydroelectric power,12.00
5706,Other renewable energies,Photovoltaic,674.34
5707,Other renewable energies,Photovoltaic,476.25
5708,Other renewable energies,Photovoltaic,127.76
5709,Other renewable energies,Photovoltaic,611.62
5710,Other renewable energies,Photovoltaic,208.60
5711,Other renewable energies,Photovoltaic,1397.54
5711,Other renewable energies,Biomass,80.00
5712,Other renewable energies,Photovoltaic,865.39
5712,Hydroelectric power,Hydroelectric power,110.00
5714,Other renewable energies,Photovoltaic,404.31
5715,Other renewable energies,Photovoltaic,621.12
5716,Other renewable energies,Photovoltaic,855.11
5717,Other renewable energies,Photovoltaic,1735.34
5718,Other renewable energies,Photovoltaic,1297.88
5718,Hydroelectric power,Hydroelectric power,40.00
5719,Other renewable energies,Photovoltaic,583.79
5720,Other renewable energies,Photovoltaic,947.61
5721,Other renewable energies,Photovoltaic,3980.01
5721,Other renewable energies,Biomass,115.00
5721,Hydroelectric power,Hydroelectric power,244.00
5722,Other renewable energies,Photovoltaic,309.61
5723,Other renewable energies,Photovoltaic,650.19
5724,Other renewable energies,Photovoltaic,6639.81
5724,Other renewable energies,Biomass,115.00
5724,Fossil fuel,Natural gas,50.00
5725,Other renewable energies,Photovoltaic,1264.26
5726,Other renewable energies,Photovoltaic,596.90
5727,Other renewable energies,Photovoltaic,92.53
5728,Other renewable energies,Photovoltaic,6.00
5729,Other renewable energies,Photovoltaic,576.13
5730,Other renewable energies,Photovoltaic,940.15
5731,Other renewable energies,Photovoltaic,628.34
5732,Other renewable energies,Photovoltaic,880.87
5732,Hydroelectric power,Hydroelectric power,30.00
5741,Other renewable energies,Photovoltaic,83.20
5742,Other renewable energies,Photovoltaic,679.31
5742,Hydroelectric power,Hydroelectric power,2220.00
5743,Other renewable energies,Photovoltaic,348.71
5744,Other renewable energies,Photovoltaic,460.12
5744,Hydroelectric power,Hydroelectric power,130.00
5745,Other renewable energies,Photovoltaic,410.34
5746,Other renewable energies,Photovoltaic,535.53
5746,Hydroelectric power,Hydroelectric power,14.00
5747,Other renewable energies,Photovoltaic,129.18
5748,Other renewable energies,Photovoltaic,93.87
5749,Other renewable energies,Photovoltaic,2865.44
5749,Other renewable energies,Biomass,625.00
5750,Other renewable energies,Photovoltaic,47.75
5752,Other renewable energies,Photovoltaic,322.70
5754,Other renewable energies,Photovoltaic,124.96
5755,Other renewable energies,Biomass,598.00
5755,Other renewable energies,Photovoltaic,647.03
5755,Hydroelectric power,Hydroelectric power,27600.00
5756,Other renewable energies,Photovoltaic,160.11
5756,Hydroelectric power,Hydroelectric power,14500.00
5757,Other renewable energies,Photovoltaic,6529.41
5757,Hydroelectric power,Hydroelectric power,1012.00
5758,Other renewable energies,Photovoltaic,82.96
5759,Other renewable energies,Photovoltaic,108.87
5760,Other renewable energies,Photovoltaic,496.09
5760,Other renewable energies,Biomass,235.00
5762,Other renewable energies,Photovoltaic,87.68
5763,Other renewable energies,Photovoltaic,434.42
5764,Hydroelectric power,Hydroelectric power,29030.00
5764,Other renewable energies,Photovoltaic,1623.95
5765,Other renewable energies,Photovoltaic,367.30
5766,Other renewable energies,Biomass,95.00
5766,Other renewable energies,Photovoltaic,258.24
5766,Hydroelectric power,Hydroelectric power,595.00
5785,Other renewable energies,Photovoltaic,146.22
5790,Other renewable energies,Photovoltaic,318.12
5792,Other renewable energies,Photovoltaic,321.04
5798,Other renewable energies,Photovoltaic,565.94
5799,Other renewable energies,Photovoltaic,918.24
5803,Other renewable energies,Photovoltaic,639.12
5805,Other renewable energies,Photovoltaic,3.48
5806,Other renewable energies,Photovoltaic,9.78
5812,Other renewable energies,Photovoltaic,64.25
5813,Other renewable energies,Photovoltaic,648.69
5816,Other renewable energies,Photovoltaic,2828.65
5817,Other renewable energies,Photovoltaic,883.97
5819,Other renewable energies,Photovoltaic,627.49
5821,Other renewable energies,Photovoltaic,368.54
5822,Other renewable energies,Photovoltaic,16642.76
5822,Other renewable energies,Biomass,48.00
5822,Fossil fuel,Natural gas,72.00
5827,Other renewable energies,Photovoltaic,692.68
5828,Other renewable energies,Photovoltaic,99.25
5830,Other renewable energies,Photovoltaic,103.04
5831,Other renewable energies,Photovoltaic,68.36
5841,Other renewable energies,Photovoltaic,873.83
5841,Hydroelectric power,Hydroelectric power,684.00
5842,Other renewable energies,Photovoltaic,446.30
5843,Other renewable energies,Photovoltaic,236.60
5851,Other renewable energies,Photovoltaic,1123.14
5852,Other renewable energies,Photovoltaic,102.79
5853,Other renewable energies,Photovoltaic,198.68
5854,Other renewable energies,Photovoltaic,763.94
5855,Other renewable energies,Photovoltaic,234.93
5856,Other renewable energies,Photovoltaic,245.39
5857,Other renewable energies,Photovoltaic,457.59
5858,Other renewable energies,Photovoltaic,134.35
5859,Other renewable energies,Photovoltaic,701.57
5860,Other renewable energies,Photovoltaic,920.24
5861,Other renewable energies,Photovoltaic,1663.65
5861,Other renewable energies,Biomass,60.00
5862,Other renewable energies,Photovoltaic,121.27
5863,Other renewable energies,Photovoltaic,744.42
5871,Other renewable energies,Photovoltaic,194.83
5872,Other renewable energies,Photovoltaic,22.56
5873,Other renewable energies,Photovoltaic,406.54
5882,Other renewable energies,Photovoltaic,470.66
5883,Other renewable energies,Photovoltaic,545.00
5884,Other renewable energies,Photovoltaic,570.96
5885,Other renewable energies,Photovoltaic,709.77
5886,Other renewable energies,Photovoltaic,445.12
5886,Hydroelectric power,Hydroelectric power,2900.00
5889,Other renewable energies,Photovoltaic,2535.55
5890,Other renewable energies,Photovoltaic,2092.02
5891,Other renewable energies,Photovoltaic,150.05
5891,Hydroelectric power,Hydroelectric power,240000.00
5902,Other renewable energies,Photovoltaic,105.12
5903,Other renewable energies,Photovoltaic,213.72
5904,Other renewable energies,Photovoltaic,278.51
5905,Other renewable energies,Photovoltaic,760.12
5907,Other renewable energies,Photovoltaic,88.23
5908,Other renewable energies,Photovoltaic,135.93
5909,Other renewable energies,Photovoltaic,1212.99
5910,Other renewable energies,Photovoltaic,1186.67
5911,Other renewable energies,Photovoltaic,81.60
5912,Other renewable energies,Photovoltaic,312.44
5913,Other renewable energies,Photovoltaic,295.66
5919,Other renewable energies,Photovoltaic,944.82
5921,Other renewable energies,Photovoltaic,128.15
5922,Other renewable energies,Photovoltaic,1237.40
5923,Other renewable energies,Photovoltaic,270.75
5924,Other renewable energies,Photovoltaic,408.51
5924,Other renewable energies,Biomass,220.00
5925,Other renewable energies,Photovoltaic,877.36
5926,Other renewable energies,Photovoltaic,712.43
5926,Other renewable energies,Biomass,150.00
5928,Other renewable energies,Photovoltaic,383.10
5929,Other renewable energies,Photovoltaic,634.69
5930,Other renewable energies,Photovoltaic,108.03
5931,Other renewable energies,Photovoltaic,188.65
5932,Other renewable energies,Photovoltaic,258.52
5933,Other renewable energies,Photovoltaic,227.38
5934,Other renewable energies,Photovoltaic,126.82
5935,Other renewable energies,Photovoltaic,63.87
5937,Other renewable energies,Photovoltaic,55.58
5938,Other renewable energies,Photovoltaic,9450.17
5938,Other renewable energies,Biomass,235.00
5939,Other renewable energies,Photovoltaic,4667.29
6002,Hydroelectric power,Hydroelectric power,7660.00
6002,Other renewable energies,Photovoltaic,1202.65
6002,Other renewable energies,Biomass,140.00
6004,Other renewable energies,Photovoltaic,210.31
6007,Other renewable energies,Photovoltaic,2650.19
6007,Hydroelectric power,Hydroelectric power,349576.00
6008,Other renewable energies,Photovoltaic,1131.55
6008,Hydroelectric power,Hydroelectric power,1650.00
6010,Other renewable energies,Photovoltaic,866.10
6021,Other renewable energies,Photovoltaic,3013.17
6021,Hydroelectric power,Hydroelectric power,350.00
6022,Other renewable energies,Photovoltaic,1032.81
6023,Other renewable energies,Photovoltaic,4895.57
6023,Hydroelectric power,Hydroelectric power,535.00
6024,Other renewable energies,Biomass,95.00
6024,Other renewable energies,Photovoltaic,83.44
6025,Other renewable energies,Photovoltaic,7108.39
6025,Other renewable energies,Biomass,6750.00
6025,Hydroelectric power,Hydroelectric power,727.00
6032,Hydroelectric power,Hydroelectric power,1600.00
6033,Other renewable energies,Photovoltaic,423.58
6033,Hydroelectric power,Hydroelectric power,40276.00
6034,Other renewable energies,Photovoltaic,1066.89
6034,Hydroelectric power,Hydroelectric power,24562.00
6035,Other renewable energies,Photovoltaic,675.80
6035,Hydroelectric power,Hydroelectric power,12000.00
6052,Other renewable energies,Photovoltaic,502.56
6054,Hydroelectric power,Hydroelectric power,280.00
6054,Other renewable energies,Photovoltaic,6.20
6056,Other renewable energies,Photovoltaic,208.70
6056,Hydroelectric power,Hydroelectric power,165222.00
6057,Other renewable energies,Photovoltaic,654.44
6057,Hydroelectric power,Hydroelectric power,3457.00
6058,Other renewable energies,Photovoltaic,275.70
6061,Other renewable energies,Photovoltaic,381.27
6082,Other renewable energies,Photovoltaic,467.54
6083,Other renewable energies,Photovoltaic,133.86
6083,Other renewable energies,Biomass,17.00
6084,Other renewable energies,Photovoltaic,287.88
6089,Other renewable energies,Photovoltaic,554.68
6090,Other renewable energies,Photovoltaic,6.60
6101,Other renewable energies,Photovoltaic,271.89
6102,Hydroelectric power,Hydroelectric power,65.00
6102,Other renewable energies,Photovoltaic,86.24
6104,Other renewable energies,Photovoltaic,102.98
6109,Other renewable energies,Photovoltaic,55.32
6110,Other renewable energies,Photovoltaic,127.64
6111,Other renewable energies,Photovoltaic,55.31
6111,Other renewable energies,Biomass,65.00
6112,Hydroelectric power,Hydroelectric power,750.00
6112,Other renewable energies,Photovoltaic,112.96
6113,Other renewable energies,Photovoltaic,2407.68
6116,Hydroelectric power,Hydroelectric power,360.00
6116,Other renewable energies,Photovoltaic,445.12
6117,Other renewable energies,Photovoltaic,361.87
6118,Other renewable energies,Photovoltaic,26.93
6131,Other renewable energies,Photovoltaic,33.34
6131,Hydroelectric power,Hydroelectric power,152.00
6133,Other renewable energies,Photovoltaic,4970.20
6133,Hydroelectric power,Hydroelectric power,3237.00
6134,Other renewable energies,Photovoltaic,118.60
6134,Hydroelectric power,Hydroelectric power,350.00
6135,Hydroelectric power,Hydroelectric power,446.00
6135,Other renewable energies,Photovoltaic,1662.31
6136,Other renewable energies,Wind energy,2000.00
6136,Other renewable energies,Photovoltaic,10085.56
6136,Hydroelectric power,Hydroelectric power,370200.00
6137,Other renewable energies,Photovoltaic,12.00
6139,Hydroelectric power,Hydroelectric power,436870.00
6139,Other renewable energies,Photovoltaic,1654.29
6140,Other renewable energies,Photovoltaic,1135.73
6141,Other renewable energies,Photovoltaic,7818.84
6142,Other renewable energies,Photovoltaic,56.89
6151,Other renewable energies,Photovoltaic,293.47
6151,Hydroelectric power,Hydroelectric power,640.00
6152,Other renewable energies,Photovoltaic,191.60
6153,Other renewable energies,Photovoltaic,3957.64
6153,Hydroelectric power,Hydroelectric power,27146.00
6153,Fossil fuel,Natural gas,60326.00
6154,Other renewable energies,Photovoltaic,37.18
6155,Other renewable energies,Photovoltaic,3.90
6156,Other renewable energies,Photovoltaic,2129.62
6156,Hydroelectric power,Hydroelectric power,75.00
6157,Hydroelectric power,Hydroelectric power,900.00
6157,Other renewable energies,Photovoltaic,430.98
6158,Hydroelectric power,Hydroelectric power,2965.00
6158,Other renewable energies,Photovoltaic,1340.81
6159,Other renewable energies,Photovoltaic,1987.15
6159,Hydroelectric power,Hydroelectric power,9397.00
6172,Other renewable energies,Photovoltaic,14.58
6173,Other renewable energies,Photovoltaic,1197.07
6173,Hydroelectric power,Hydroelectric power,8500.00
6177,Other renewable energies,Photovoltaic,109.54
6181,Other renewable energies,Photovoltaic,25.15
6191,Other renewable energies,Photovoltaic,466.04
6192,Hydroelectric power,Hydroelectric power,6400.00
6192,Other renewable energies,Photovoltaic,12.98
6193,Other renewable energies,Photovoltaic,1304.04
6194,Hydroelectric power,Hydroelectric power,1650.00
6194,Other renewable energies,Photovoltaic,433.97
6195,Hydroelectric power,Hydroelectric power,960.00
6195,Other renewable energies,Photovoltaic,52.58
6197,Hydroelectric power,Hydroelectric power,5200.00
6197,Other renewable energies,Photovoltaic,219.88
6198,Other renewable energies,Photovoltaic,695.82
6198,Hydroelectric power,Hydroelectric power,940.00
6199,Other renewable energies,Photovoltaic,4233.55
6199,Hydroelectric power,Hydroelectric power,460.00
6201,Hydroelectric power,Hydroelectric power,3515.00
6201,Other renewable energies,Photovoltaic,220.53
6202,Other renewable energies,Photovoltaic,121.14
6203,Other renewable energies,Photovoltaic,99.94
6204,Other renewable energies,Photovoltaic,24.80
6205,Other renewable energies,Photovoltaic,20.99
6211,Hydroelectric power,Hydroelectric power,3202.00
6211,Other renewable energies,Photovoltaic,526.71
6211,Other renewable energies,Wind energy,2000.00
6212,Other renewable energies,Photovoltaic,431.06
6213,Other renewable energies,Biomass,15.00
6213,Other renewable energies,Photovoltaic,3698.39
6213,Hydroelectric power,Hydroelectric power,750.00
6214,Hydroelectric power,Hydroelectric power,423.00
6214,Other renewable energies,Photovoltaic,12.10
6215,Other renewable energies,Photovoltaic,915.00
6217,Other renewable energies,Photovoltaic,351.81
6218,Other renewable energies,Photovoltaic,325.67
6219,Hydroelectric power,Hydroelectric power,172791.00
6219,Other renewable energies,Photovoltaic,716.71
6220,Other renewable energies,Photovoltaic,443.58
6232,Other renewable energies,Photovoltaic,1206.72
6235,Hydroelectric power,Hydroelectric power,48132.00
6235,Other renewable energies,Photovoltaic,288.06
6238,Other renewable energies,Photovoltaic,1460.25
6238,Hydroelectric power,Hydroelectric power,895.00
6239,Hydroelectric power,Hydroelectric power,1972.00
6239,Other renewable energies,Photovoltaic,283.12
6240,Other renewable energies,Photovoltaic,909.91
6246,Other renewable energies,Photovoltaic,112.74
6248,Other renewable energies,Photovoltaic,8325.49
6248,Hydroelectric power,Hydroelectric power,187450.00
6253,Other renewable energies,Photovoltaic,1180.67
6253,Hydroelectric power,Hydroelectric power,1279.00
6261,Hydroelectric power,Hydroelectric power,588.00
6261,Other renewable energies,Photovoltaic,999.74
6263,Other renewable energies,Photovoltaic,2324.75
6265,Other renewable energies,Photovoltaic,2428.52
6265,Hydroelectric power,Hydroelectric power,1320.00
6266,Other renewable energies,Photovoltaic,11581.63
6266,Other renewable energies,Biomass,289.00
6266,Hydroelectric power,Hydroelectric power,54890.00
6267,Other renewable energies,Photovoltaic,291.19
6281,Other renewable energies,Photovoltaic,1359.30
6281,Hydroelectric power,Hydroelectric power,276.00
6282,Hydroelectric power,Hydroelectric power,1100.00
6283,Other renewable energies,Photovoltaic,74.49
6285,Hydroelectric power,Hydroelectric power,280.00
6285,Other renewable energies,Photovoltaic,386.59
6286,Other renewable energies,Photovoltaic,286.20
6287,Other renewable energies,Photovoltaic,11.52
6288,Other renewable energies,Photovoltaic,27.74
6289,Other renewable energies,Photovoltaic,84.30
6289,Other renewable energies,Biomass,52.00
6290,Hydroelectric power,Hydroelectric power,75.00
6290,Other renewable energies,Photovoltaic,465.50
6291,Other renewable energies,Photovoltaic,269.71
6291,Hydroelectric power,Hydroelectric power,661.50
6292,Hydroelectric power,Hydroelectric power,5568.00
6292,Other renewable energies,Photovoltaic,295.57
6294,Other renewable energies,Photovoltaic,291.68
6294,Hydroelectric power,Hydroelectric power,67.00
6295,Other renewable energies,Photovoltaic,83.46
6295,Hydroelectric power,Hydroelectric power,1600.00
6296,Hydroelectric power,Hydroelectric power,641.00
6296,Other renewable energies,Photovoltaic,79.38
6297,Other renewable energies,Biomass,480.00
6297,Other renewable energies,Photovoltaic,6233.15
6297,Hydroelectric power,Hydroelectric power,40.00
6298,Other renewable energies,Photovoltaic,639.39
6298,Hydroelectric power,Hydroelectric power,5147.00
6299,Other renewable energies,Photovoltaic,189.90
6300,Hydroelectric power,Hydroelectric power,16930.00
6300,Other renewable energies,Photovoltaic,564.04
6300,Other renewable energies,Biomass,150.00
6404,Other renewable energies,Photovoltaic,3082.21
6404,Hydroelectric power,Hydroelectric power,9935.00
6408,Other renewable energies,Photovoltaic,3464.48
6408,Fossil fuel,Natural gas,160.00
6413,Other renewable energies,Photovoltaic,1044.38
6416,Other renewable energies,Photovoltaic,17.84
6421,Other renewable energies,Photovoltaic,10638.46
6421,Other renewable energies,Biomass,200.00
6421,Other renewable energies,Waste,6625.00
6422,Other renewable energies,Photovoltaic,122.19
6422,Hydroelectric power,Hydroelectric power,38650.00
6423,Other renewable energies,Photovoltaic,497.24
6432,Other renewable energies,Photovoltaic,384.11
6433,Other renewable energies,Photovoltaic,672.15
6434,Other renewable energies,Photovoltaic,507.38
6435,Other renewable energies,Photovoltaic,522.70
6436,Other renewable energies,Photovoltaic,4350.25
6436,Fossil fuel,Natural gas,180.00
6436,Hydroelectric power,Hydroelectric power,1360.00
6437,Other renewable energies,Biomass,5.10
6437,Other renewable energies,Photovoltaic,817.11
6451,Other renewable energies,Photovoltaic,534.67
6451,Fossil fuel,Natural gas,47200.00
6453,Other renewable energies,Photovoltaic,175.18
6455,Other renewable energies,Photovoltaic,2225.59
6456,Other renewable energies,Photovoltaic,1197.93
6456,Other renewable energies,Biomass,629.00
6458,Other renewable energies,Photovoltaic,9473.52
6458,Other renewable energies,Wind energy,3.40
6458,Other renewable energies,Biomass,680.00
6458,Hydroelectric power,Hydroelectric power,2000.00
6459,Other renewable energies,Photovoltaic,298.59
6487,Other renewable energies,Photovoltaic,76.50
6504,Other renewable energies,Photovoltaic,310.66
6511,Other renewable energies,Photovoltaic,2452.49
6512,Other renewable energies,Photovoltaic,124.23
6601,Other renewable energies,Photovoltaic,471.04
6601,Other renewable energies,Waste,18400.00
6602,Other renewable energies,Photovoltaic,589.38
6603,Other renewable energies,Photovoltaic,322.27
6604,Other renewable energies,Photovoltaic,53.73
6605,Other renewable energies,Photovoltaic,194.33
6606,Other renewable energies,Photovoltaic,1278.48
6607,Other renewable energies,Photovoltaic,2804.23
6607,Other renewable energies,Biomass,171.00
6609,Other renewable energies,Photovoltaic,349.61
6610,Other renewable energies,Photovoltaic,293.43
6611,Other renewable energies,Photovoltaic,253.45
6611,Hydroelectric power,Hydroelectric power,52000.00
6612,Other renewable energies,Photovoltaic,1014.79
6613,Other renewable energies,Photovoltaic,993.94
6614,Other renewable energies,Photovoltaic,266.81
6615,Other renewable energies,Photovoltaic,102.69
6615,Hydroelectric power,Hydroelectric power,40.00
6616,Other renewable energies,Photovoltaic,901.63
6617,Other renewable energies,Photovoltaic,1086.71
6618,Other renewable energies,Photovoltaic,1399.20
6620,Other renewable energies,Photovoltaic,292.43
6621,Other renewable energies,Photovoltaic,8424.87
6621,Hydroelectric power,Hydroelectric power,6000.00
6621,Fossil fuel,Natural gas,125.00
6622,Other renewable energies,Photovoltaic,1948.68
6623,Other renewable energies,Photovoltaic,2383.84
6624,Other renewable energies,Photovoltaic,225.86
6625,Other renewable energies,Photovoltaic,171.26
6626,Other renewable energies,Photovoltaic,518.11
6627,Other renewable energies,Photovoltaic,155.21
6628,Other renewable energies,Photovoltaic,109.68
6629,Other renewable energies,Photovoltaic,300.96
6630,Other renewable energies,Photovoltaic,7543.24
6631,Other renewable energies,Photovoltaic,2153.09
6632,Other renewable energies,Photovoltaic,383.73
6633,Other renewable energies,Photovoltaic,7786.25
6634,Other renewable energies,Photovoltaic,43.29
6635,Other renewable energies,Photovoltaic,132.07
6636,Other renewable energies,Photovoltaic,254.49
6637,Other renewable energies,Photovoltaic,1253.98
6637,Hydroelectric power,Hydroelectric power,104700.00
6638,Other renewable energies,Photovoltaic,11479.42
6639,Other renewable energies,Photovoltaic,369.79
6640,Other renewable energies,Photovoltaic,4068.94
6641,Other renewable energies,Photovoltaic,1051.14
6642,Other renewable energies,Photovoltaic,562.59
6643,Other renewable energies,Biomass,471.00
6643,Other renewable energies,Photovoltaic,7068.32
6643,Fossil fuel,Natural gas,450.00
6644,Other renewable energies,Photovoltaic,2366.94
6644,Hydroelectric power,Hydroelectric power,330.00
6645,Other renewable energies,Photovoltaic,1860.19
6702,Other renewable energies,Photovoltaic,593.16
6703,Other renewable energies,Photovoltaic,875.26
6703,Other renewable energies,Biomass,230.00
6706,Other renewable energies,Photovoltaic,323.30
6708,Hydroelectric power,Hydroelectric power,703.00
6708,Other renewable energies,Photovoltaic,1012.89
6709,Hydroelectric power,Hydroelectric power,150.00
6709,Other renewable energies,Photovoltaic,1562.90
6710,Other renewable energies,Photovoltaic,1177.79
6711,Other renewable energies,Photovoltaic,9983.27
6711,Hydroelectric power,Hydroelectric power,132.00
6712,Other renewable energies,Photovoltaic,1897.02
6713,Other renewable energies,Photovoltaic,122.32
6715,Other renewable energies,Photovoltaic,299.83
6716,Other renewable energies,Photovoltaic,239.06
6718,Other renewable energies,Photovoltaic,209.92
6719,Other renewable energies,Photovoltaic,196.08
6721,Other renewable energies,Photovoltaic,266.95
6722,Other renewable energies,Photovoltaic,489.05
6724,Other renewable energies,Photovoltaic,185.31
6724,Other renewable energies,Biomass,172.00
6724,Hydroelectric power,Hydroelectric power,406.00
6742,Other renewable energies,Photovoltaic,1161.24
6743,Other renewable energies,Photovoltaic,1576.19
6745,Other renewable energies,Photovoltaic,119.37
6751,Other renewable energies,Photovoltaic,1073.03
6753,Other renewable energies,Photovoltaic,92.55
6754,Other renewable energies,Photovoltaic,3181.15
6757,Other renewable energies,Photovoltaic,1412.83
6758,Other renewable energies,Photovoltaic,11.92
6759,Other renewable energies,Photovoltaic,63.83
6771,Other renewable energies,Photovoltaic,4337.21
6773,Other renewable energies,Photovoltaic,55.31
6774,Other renewable energies,Photovoltaic,2532.68
6775,Other renewable energies,Photovoltaic,1437.76
6778,Other renewable energies,Photovoltaic,1594.25
6778,Other renewable energies,Biomass,700.00
6781,Other renewable energies,Photovoltaic,420.14
6782,Other renewable energies,Photovoltaic,622.54
6783,Other renewable energies,Photovoltaic,138.17
6784,Other renewable energies,Photovoltaic,8961.63
6785,Other renewable energies,Photovoltaic,1063.65
6787,Other renewable energies,Photovoltaic,153.15
6789,Other renewable energies,Photovoltaic,362.96
6790,Other renewable energies,Photovoltaic,871.25
6792,Other renewable energies,Photovoltaic,421.02
6793,Other renewable energies,Photovoltaic,285.79
6793,Other renewable energies,Biomass,230.00
6800,Other renewable energies,Photovoltaic,4691.47
6800,Other renewable energies,Biomass,1900.00
6806,Other renewable energies,Photovoltaic,704.64
6807,Other renewable energies,Photovoltaic,3.48
