ID,MainCategory,SubCategory,TotalPower
2868,Other renewable energies,Biomass,130.00
2869,Other renewable energies,Photovoltaic,1289.17
2881,Other renewable energies,Photovoltaic,321.00
2882,Other renewable energies,Photovoltaic,936.14
2883,Other renewable energies,Photovoltaic,739.78
2884,Other renewable energies,Photovoltaic,1719.35
2885,Other renewable energies,Photovoltaic,308.44
2886,Other renewable energies,Photovoltaic,943.05
2887,Other renewable energies,Photovoltaic,244.79
2888,Other renewable energies,Photovoltaic,424.80
2889,Other renewable energies,Photovoltaic,296.10
2890,Other renewable energies,Photovoltaic,57.63
2891,Other renewable energies,Photovoltaic,1047.93
2893,Other renewable energies,Photovoltaic,568.65
2894,Other renewable energies,Photovoltaic,226.79
2895,Other renewable energies,Photovoltaic,696.95
2901,Other renewable energies,Photovoltaic,303.27
2903,Other renewable energies,Photovoltaic,945.51
2904,Other renewable energies,Photovoltaic,1372.51
2914,Other renewable energies,Photovoltaic,198.17
2915,Other renewable energies,Photovoltaic,377.12
2920,Other renewable energies,Photovoltaic,2262.20
2920,Other renewable energies,Biomass,940.80
2932,Other renewable energies,Photovoltaic,3394.68
2933,Other renewable energies,Photovoltaic,760.70
2936,Other renewable energies,Photovoltaic,587.96
2937,Other renewable energies,Photovoltaic,1902.15
2937,Other renewable energies,Biomass,250.00
2938,Other renewable energies,Photovoltaic,382.69
2939,Other renewable energies,Photovoltaic,13727.40
2939,Hydroelectric power,Hydroelectric power,30240.00
2951,Other renewable energies,Photovoltaic,285.12
2952,Other renewable energies,Photovoltaic,2201.72
2952,Other renewable energies,Biomass,18.00
2953,Other renewable energies,Photovoltaic,883.71
2962,Other renewable energies,Photovoltaic,1272.43
2963,Other renewable energies,Photovoltaic,994.93
2963,Other renewable energies,Biomass,720.00
2964,Other renewable energies,Photovoltaic,1249.14
2964,Other renewable energies,Biomass,60.00
2971,Other renewable energies,Photovoltaic,2107.42
2971,Other renewable energies,Biomass,85.00
2971,Hydroelectric power,Hydroelectric power,378.75
2972,Other renewable energies,Photovoltaic,412.16
2973,Other renewable energies,Photovoltaic,866.12
2974,Other renewable energies,Photovoltaic,1424.23
3001,Other renewable energies,Photovoltaic,7894.02
3001,Other renewable energies,Biomass,1065.00
3001,Hydroelectric power,Hydroelectric power,60.00
3002,Other renewable energies,Photovoltaic,441.78
3003,Other renewable energies,Photovoltaic,1039.40
3004,Other renewable energies,Photovoltaic,1610.28
3006,Other renewable energies,Photovoltaic,1836.36
3006,Hydroelectric power,Hydroelectric power,1490.00
3007,Other renewable energies,Photovoltaic,1939.41
3021,Other renewable energies,Photovoltaic,1773.66
3021,Other renewable energies,Biomass,25.00
3021,Hydroelectric power,Hydroelectric power,15.00
3022,Other renewable energies,Photovoltaic,3387.87
3022,Hydroelectric power,Hydroelectric power,16.00
3023,Other renewable energies,Photovoltaic,1866.96
3023,Other renewable energies,Biomass,710.00
3025,Other renewable energies,Photovoltaic,1221.66
3032,Other renewable energies,Photovoltaic,2979.55
3033,Other renewable energies,Photovoltaic,478.79
3034,Other renewable energies,Photovoltaic,1363.91
3037,Other renewable energies,Photovoltaic,1202.95
3038,Other renewable energies,Photovoltaic,1295.74
3038,Hydroelectric power,Hydroelectric power,810.00
3101,Other renewable energies,Photovoltaic,9081.13
3101,Other renewable energies,Biomass,110.00
3101,Hydroelectric power,Hydroelectric power,22.00
3102,Other renewable energies,Photovoltaic,1287.29
3103,Other renewable energies,Photovoltaic,17.08
3105,Other renewable energies,Photovoltaic,124.85
3111,Other renewable energies,Photovoltaic,2195.19
3201,Other renewable energies,Photovoltaic,1132.86
3202,Other renewable energies,Photovoltaic,1596.52
3203,Other renewable energies,Photovoltaic,25620.53
3203,Other renewable energies,Biomass,4500.00
3203,Other renewable energies,Waste,5700.00
3203,Hydroelectric power,Hydroelectric power,18032.00
3203,Fossil fuel,Natural gas,4083.00
3204,Other renewable energies,Photovoltaic,4872.95
3204,Other renewable energies,Biomass,1180.00
3204,Hydroelectric power,Hydroelectric power,480.00
3212,Other renewable energies,Photovoltaic,1052.17
3213,Other renewable energies,Photovoltaic,8575.27
3213,Other renewable energies,Wind energy,110.00
3213,Hydroelectric power,Hydroelectric power,755.00
3213,Fossil fuel,Natural gas,140.00
3214,Other renewable energies,Photovoltaic,3643.73
3214,Other renewable energies,Biomass,90.00
3214,Hydroelectric power,Hydroelectric power,7.50
3215,Other renewable energies,Photovoltaic,1075.60
3216,Other renewable energies,Photovoltaic,2677.23
3217,Other renewable energies,Photovoltaic,7758.78
3217,Other renewable energies,Biomass,862.00
3217,Hydroelectric power,Hydroelectric power,1350.00
3218,Other renewable energies,Photovoltaic,1383.33
3219,Other renewable energies,Photovoltaic,458.53
3232,Other renewable energies,Photovoltaic,2916.34
3233,Other renewable energies,Photovoltaic,2868.86
3234,Other renewable energies,Photovoltaic,4421.85
3235,Other renewable energies,Photovoltaic,1530.22
3236,Other renewable energies,Photovoltaic,2875.25
3237,Other renewable energies,Photovoltaic,2157.98
3237,Hydroelectric power,Hydroelectric power,36.70
3238,Other renewable energies,Photovoltaic,6163.72
3251,Other renewable energies,Photovoltaic,7093.87
3251,Other renewable energies,Biomass,45.00
3251,Hydroelectric power,Hydroelectric power,65.30
3252,Other renewable energies,Photovoltaic,843.21
3255,Other renewable energies,Photovoltaic,2219.57
3272,Other renewable energies,Photovoltaic,3510.04
3273,Other renewable energies,Photovoltaic,4933.71
3273,Hydroelectric power,Hydroelectric power,2873.20
3274,Other renewable energies,Photovoltaic,5147.56
3274,Hydroelectric power,Hydroelectric power,900.00
3275,Other renewable energies,Photovoltaic,5307.31
3275,Hydroelectric power,Hydroelectric power,1275.00
3291,Other renewable energies,Photovoltaic,2714.55
3291,Other renewable energies,Biomass,75.00
3291,Hydroelectric power,Hydroelectric power,205.00
3292,Other renewable energies,Photovoltaic,2532.02
3292,Other renewable energies,Biomass,82.00
3292,Hydroelectric power,Hydroelectric power,17205.00
3293,Other renewable energies,Photovoltaic,3180.24
3293,Other renewable energies,Biomass,20.00
3293,Hydroelectric power,Hydroelectric power,5091.50
3294,Other renewable energies,Photovoltaic,222.73
3295,Other renewable energies,Photovoltaic,326.90
3295,Hydroelectric power,Hydroelectric power,18.50
3296,Other renewable energies,Photovoltaic,3298.00
3296,Other renewable energies,Biomass,130.00
3297,Other renewable energies,Photovoltaic,118.04
3298,Other renewable energies,Photovoltaic,3622.63
3298,Hydroelectric power,Hydroelectric power,600.00
3311,Other renewable energies,Photovoltaic,1131.84
3311,Hydroelectric power,Hydroelectric power,11.50
3313,Other renewable energies,Photovoltaic,3262.72
3313,Hydroelectric power,Hydroelectric power,163.00
3315,Other renewable energies,Photovoltaic,2291.33
3316,Other renewable energies,Photovoltaic,1238.37
3316,Hydroelectric power,Hydroelectric power,1660.00
3338,Other renewable energies,Photovoltaic,2034.08
3339,Other renewable energies,Photovoltaic,3712.95
3339,Hydroelectric power,Hydroelectric power,607.00
3340,Other renewable energies,Photovoltaic,374.55
3341,Other renewable energies,Photovoltaic,1059.91
3352,Hydroelectric power,Hydroelectric power,2664.00
3352,Other renewable energies,Photovoltaic,4684.98
3359,Other renewable energies,Photovoltaic,31.21
3360,Hydroelectric power,Hydroelectric power,1613.00
3360,Other renewable energies,Biomass,710.00
3360,Other renewable energies,Photovoltaic,1263.12
3372,Other renewable energies,Photovoltaic,246.04
3374,Hydroelectric power,Hydroelectric power,761.00
3374,Other renewable energies,Photovoltaic,1419.87
3375,Other renewable energies,Photovoltaic,1218.68
3375,Other renewable energies,Wind energy,7.00
3379,Other renewable energies,Photovoltaic,5901.82
3379,Hydroelectric power,Hydroelectric power,10.20
3393,Other renewable energies,Photovoltaic,879.64
3393,Hydroelectric power,Hydroelectric power,104.00
3394,Other renewable energies,Photovoltaic,1556.47
3395,Other renewable energies,Photovoltaic,19.13
3401,Other renewable energies,Photovoltaic,2476.29
3401,Hydroelectric power,Hydroelectric power,112.00
3402,Hydroelectric power,Hydroelectric power,390.00
3402,Other renewable energies,Photovoltaic,6436.56
3402,Other renewable energies,Biomass,446.00
3405,Other renewable energies,Photovoltaic,2719.34
3407,Other renewable energies,Photovoltaic,1984.44
3407,Hydroelectric power,Hydroelectric power,7.50
3408,Other renewable energies,Photovoltaic,2558.65
3422,Other renewable energies,Photovoltaic,2480.59
3422,Other renewable energies,Biomass,80.00
3423,Other renewable energies,Photovoltaic,2423.23
3424,Other renewable energies,Photovoltaic,4138.73
3444,Other renewable energies,Photovoltaic,5652.01
3444,Fossil fuel,Natural gas,832.00
3506,Other renewable energies,Photovoltaic,395.87
3513,Other renewable energies,Photovoltaic,80.16
3551,Other renewable energies,Photovoltaic,88.48
3561,Hydroelectric power,Hydroelectric power,7625.80
3561,Other renewable energies,Photovoltaic,700.23
3572,Other renewable energies,Photovoltaic,558.49
3572,Hydroelectric power,Hydroelectric power,40.00
3575,Hydroelectric power,Hydroelectric power,96.00
3575,Other renewable energies,Photovoltaic,982.43
3581,Other renewable energies,Photovoltaic,491.08
3582,Other renewable energies,Photovoltaic,883.12
3582,Other renewable energies,Biomass,60.00
3603,Other renewable energies,Photovoltaic,280.50
3603,Hydroelectric power,Hydroelectric power,232960.00
3633,Other renewable energies,Photovoltaic,322.42
3637,Other renewable energies,Photovoltaic,413.10
3637,Hydroelectric power,Hydroelectric power,81000.00
3638,Other renewable energies,Photovoltaic,336.76
3638,Hydroelectric power,Hydroelectric power,54.00
3640,Other renewable energies,Photovoltaic,49.58
3661,Other renewable energies,Photovoltaic,2687.42
3661,Other renewable energies,Biomass,303.00
3662,Other renewable energies,Photovoltaic,278.49
3663,Other renewable energies,Photovoltaic,461.46
3663,Hydroelectric power,Hydroelectric power,54.00
3668,Other renewable energies,Photovoltaic,844.42
3668,Hydroelectric power,Hydroelectric power,450700.00
3669,Hydroelectric power,Hydroelectric power,29.00
3669,Other renewable energies,Photovoltaic,331.80
3670,Other renewable energies,Photovoltaic,210.23
3672,Other renewable energies,Photovoltaic,5.28
3673,Other renewable energies,Photovoltaic,1261.05
3681,Other renewable energies,Photovoltaic,15.26
3695,Hydroelectric power,Hydroelectric power,835.00
3695,Other renewable energies,Photovoltaic,99.50
3701,Hydroelectric power,Hydroelectric power,3037.20
3701,Other renewable energies,Photovoltaic,339.26
3721,Other renewable energies,Photovoltaic,2229.28
3722,Other renewable energies,Photovoltaic,4783.28
3722,Other renewable energies,Biomass,21000.00
3723,Other renewable energies,Photovoltaic,1744.62
3723,Hydroelectric power,Hydroelectric power,18.50
3731,Other renewable energies,Photovoltaic,3791.56
3732,Hydroelectric power,Hydroelectric power,18.50
3732,Other renewable energies,Photovoltaic,105.62
3733,Other renewable energies,Photovoltaic,937.19
3733,Hydroelectric power,Hydroelectric power,19600.00
