ID,Municipality,MainCategory,SubCategory,TotalPower
883,Seftigen,Other renewable energies,Photovoltaic,1290.91
885,Uttigen,Hydroelectric power,Hydroelectric power,837.00
885,Uttigen,Other renewable energies,Photovoltaic,1158.78
889,Thurnen,Other renewable energies,Photovoltaic,1506.62
901,Eggiwil,Other renewable energies,Photovoltaic,4390.49
901,Eggiwil,Other renewable energies,Biomass,985.00
901,Eggiwil,Hydroelectric power,Hydroelectric power,611.50
902,Langnau im Emmental,Other renewable energies,Photovoltaic,4430.54
902,Langnau im Emmental,Other renewable energies,Biomass,621.00
902,Langnau im Emmental,Hydroelectric power,Hydroelectric power,236.00
903,Lauperswil,Other renewable energies,Photovoltaic,2127.62
905,Rüderswil,Other renewable energies,Photovoltaic,1478.62
905,Rüderswil,Hydroelectric power,Hydroelectric power,400.00
908,Trub,Other renewable energies,Photovoltaic,904.44
908,Trub,Other renewable energies,Biomass,29.90
908,Trub,Hydroelectric power,Hydroelectric power,21.00
921,Amsoldingen,Other renewable energies,Photovoltaic,671.24
922,Blumenstein,Hydroelectric power,Hydroelectric power,149.00
922,Blumenstein,Other renewable energies,Photovoltaic,926.00
923,Buchholterberg,Other renewable energies,Photovoltaic,729.49
924,Eriz,Other renewable energies,Photovoltaic,1028.98
925,Fahrni,Other renewable energies,Photovoltaic,4283.91
925,Fahrni,Hydroelectric power,Hydroelectric power,37.00
925,Fahrni,Fossil fuel,Natural gas,60.00
927,Heiligenschwendi,Other renewable energies,Photovoltaic,317.91
928,Heimberg,Other renewable energies,Photovoltaic,4816.37
928,Heimberg,Hydroelectric power,Hydroelectric power,28.50
929,Hilterfingen,Other renewable energies,Photovoltaic,7860.96
929,Hilterfingen,Other renewable energies,Waste,15070.00
929,Hilterfingen,Hydroelectric power,Hydroelectric power,12150.00
931,Homberg,Other renewable energies,Photovoltaic,364.74
932,Horrenbach-Buchen,Other renewable energies,Photovoltaic,256.96
934,Oberhofen am Thunersee,Other renewable energies,Photovoltaic,1348.18
938,Sigriswil,Other renewable energies,Photovoltaic,1586.69
938,Sigriswil,Hydroelectric power,Hydroelectric power,62.00
939,Steffisburg,Other renewable energies,Photovoltaic,834.87
941,Thierachern,Other renewable energies,Photovoltaic,2294.70
941,Thierachern,Other renewable energies,Biomass,24.00
941,Thierachern,Hydroelectric power,Hydroelectric power,45.00
942,Thun,Other renewable energies,Photovoltaic,5598.20
944,Uetendorf,Other renewable energies,Photovoltaic,3763.19
944,Uetendorf,Other renewable energies,Biomass,330.00
951,Affoltern im Emmental,Hydroelectric power,Hydroelectric power,1.00
951,Affoltern im Emmental,Other renewable energies,Photovoltaic,1176.59
952,Dürrenroth,Hydroelectric power,Hydroelectric power,4.00
952,Dürrenroth,Other renewable energies,Photovoltaic,1305.35
953,Eriswil,Other renewable energies,Photovoltaic,6393.25
953,Eriswil,Hydroelectric power,Hydroelectric power,64.50
954,Huttwil,Hydroelectric power,Hydroelectric power,18.00
954,Huttwil,Other renewable energies,Photovoltaic,1615.32
955,Lützelflüh,Other renewable energies,Photovoltaic,3915.42
955,Lützelflüh,Other renewable energies,Biomass,20.00
955,Lützelflüh,Hydroelectric power,Hydroelectric power,42.00
956,Rüegsau,Other renewable energies,Photovoltaic,146.96
957,Sumiswald,Other renewable energies,Photovoltaic,3970.86
957,Sumiswald,Other renewable energies,Wind energy,35.00
971,Attiswil,Other renewable energies,Photovoltaic,1253.26
972,Berken,Other renewable energies,Photovoltaic,486.99
973,Bettenhausen,Other renewable energies,Photovoltaic,478.73
975,Farnern,Other renewable energies,Photovoltaic,798.08
977,Heimenhausen,Other renewable energies,Photovoltaic,1059.77
977,Heimenhausen,Other renewable energies,Biomass,74.70
979,Herzogenbuchsee,Other renewable energies,Photovoltaic,5773.03
979,Herzogenbuchsee,Hydroelectric power,Hydroelectric power,7.50
980,Inkwil,Other renewable energies,Photovoltaic,837.93
981,Niederbipp,Other renewable energies,Photovoltaic,4804.92
982,Niederönz,Other renewable energies,Photovoltaic,2853.82
982,Niederönz,Hydroelectric power,Hydroelectric power,35.00
983,Oberbipp,Hydroelectric power,Hydroelectric power,6.00
983,Oberbipp,Other renewable energies,Photovoltaic,1778.74
985,Ochlenberg,Other renewable energies,Photovoltaic,2323.19
985,Ochlenberg,Other renewable energies,Biomass,56.00
988,Seeberg,Other renewable energies,Photovoltaic,1226.99
990,Walliswil bei Niederbipp,Other renewable energies,Photovoltaic,2952.92
991,Walliswil bei Wangen,Other renewable energies,Photovoltaic,480.10
993,Wangenried,Other renewable energies,Photovoltaic,389.19
995,Wiedlisbach,Other renewable energies,Photovoltaic,1642.09
995,Wiedlisbach,Hydroelectric power,Hydroelectric power,6.00
1001,Doppleschwand,Other renewable energies,Photovoltaic,5450.76
1001,Doppleschwand,Other renewable energies,Biomass,72.40
1001,Doppleschwand,Hydroelectric power,Hydroelectric power,375.00
1002,Entlebuch,Other renewable energies,Photovoltaic,13176.08
1002,Entlebuch,Other renewable energies,Wind energy,4212.00
1002,Entlebuch,Other renewable energies,Biomass,320.00
1002,Entlebuch,Hydroelectric power,Hydroelectric power,219.00
1004,Flühli,Hydroelectric power,Hydroelectric power,1629.00
1004,Flühli,Other renewable energies,Photovoltaic,3185.12
1007,Romoos,Other renewable energies,Photovoltaic,741.26
1009,Werthenstein,Other renewable energies,Photovoltaic,717.65
1010,Escholzmatt-Marbach,Other renewable energies,Photovoltaic,3847.44
1010,Escholzmatt-Marbach,Other renewable energies,Biomass,280.00
1010,Escholzmatt-Marbach,Hydroelectric power,Hydroelectric power,37.50
1021,Aesch (LU),Other renewable energies,Photovoltaic,1717.40
1023,Ballwil,Other renewable energies,Photovoltaic,10639.65
1023,Ballwil,Other renewable energies,Biomass,285.00
1024,Emmen,Other renewable energies,Photovoltaic,26446.70
1024,Emmen,Other renewable energies,Biomass,740.00
1024,Emmen,Hydroelectric power,Hydroelectric power,3080.00
1025,Ermensee,Other renewable energies,Photovoltaic,1393.95
1025,Ermensee,Other renewable energies,Biomass,335.00
1025,Ermensee,Hydroelectric power,Hydroelectric power,12.00
1026,Eschenbach (LU),Other renewable energies,Photovoltaic,3443.39
1030,Hitzkirch,Other renewable energies,Photovoltaic,8333.33
1030,Hitzkirch,Other renewable energies,Biomass,37.00
1031,Hochdorf,Other renewable energies,Photovoltaic,8986.58
1031,Hochdorf,Other renewable energies,Biomass,65.00
1032,Hohenrain,Other renewable energies,Photovoltaic,4538.84
1032,Hohenrain,Other renewable energies,Biomass,237.00
1032,Hohenrain,Hydroelectric power,Hydroelectric power,10.00
1033,Inwil,Other renewable energies,Photovoltaic,1573.63
1039,Römerswil,Other renewable energies,Photovoltaic,1555.94
1051,Adligenswil,Other renewable energies,Photovoltaic,8197.71
1051,Adligenswil,Other renewable energies,Biomass,1096.00
1052,Buchrain,Other renewable energies,Photovoltaic,12958.74
1052,Buchrain,Other renewable energies,Biomass,3036.00
1052,Buchrain,Other renewable energies,Waste,27200.00
1052,Buchrain,Hydroelectric power,Hydroelectric power,2228.00
1052,Buchrain,Fossil fuel,Natural gas,3036.00
1053,Dierikon,Other renewable energies,Photovoltaic,2894.30
1053,Dierikon,Other renewable energies,Biomass,205.00
1054,Ebikon,Other renewable energies,Photovoltaic,3857.03
1056,Greppen,Other renewable energies,Photovoltaic,2494.29
1056,Greppen,Other renewable energies,Biomass,37.00
1056,Greppen,Hydroelectric power,Hydroelectric power,9.10
1058,Horw,Other renewable energies,Photovoltaic,10323.58
1058,Horw,Hydroelectric power,Hydroelectric power,30.60
1059,Kriens,Other renewable energies,Photovoltaic,7243.95
1059,Kriens,Hydroelectric power,Hydroelectric power,852.00
1059,Kriens,Fossil fuel,Natural gas,115.00
1061,Luzern,Other renewable energies,Photovoltaic,6985.25
1061,Luzern,Other renewable energies,Biomass,105.00
1061,Luzern,Hydroelectric power,Hydroelectric power,740.00
1062,Malters,Other renewable energies,Photovoltaic,8711.01
1062,Malters,Other renewable energies,Biomass,856.30
1062,Malters,Hydroelectric power,Hydroelectric power,889.00
1063,Meggen,Other renewable energies,Photovoltaic,3948.45
1063,Meggen,Hydroelectric power,Hydroelectric power,20.00
1064,Meierskappel,Other renewable energies,Photovoltaic,1305.36
1065,Root,Other renewable energies,Photovoltaic,1677.59
1066,Schwarzenberg,Other renewable energies,Photovoltaic,1180.59
1068,Vitznau,Hydroelectric power,Hydroelectric power,24.00
1068,Vitznau,Other renewable energies,Photovoltaic,885.88
1081,Beromünster,Other renewable energies,Photovoltaic,14015.94
1081,Beromünster,Other renewable energies,Biomass,1020.00
1081,Beromünster,Other renewable energies,Wind energy,30.00
1081,Beromünster,Hydroelectric power,Hydroelectric power,12.00
1082,Büron,Other renewable energies,Photovoltaic,3094.87
1082,Büron,Hydroelectric power,Hydroelectric power,45.00
1083,Buttisholz,Other renewable energies,Photovoltaic,15354.88
1083,Buttisholz,Other renewable energies,Biomass,1775.00
1084,Eich,Other renewable energies,Photovoltaic,4569.93
1085,Geuensee,Other renewable energies,Photovoltaic,1473.29
1088,Hildisrieden,Other renewable energies,Photovoltaic,3040.44
1088,Hildisrieden,Other renewable energies,Biomass,90.00
1089,Knutwil,Other renewable energies,Photovoltaic,3355.13
1091,Mauensee,Other renewable energies,Photovoltaic,13284.74
1091,Mauensee,Other renewable energies,Biomass,798.00
1091,Mauensee,Fossil fuel,Natural gas,200.00
1091,Mauensee,Hydroelectric power,Hydroelectric power,50.00
1093,Neuenkirch,Other renewable energies,Photovoltaic,11459.08
1093,Neuenkirch,Other renewable energies,Biomass,60.00
1093,Neuenkirch,Hydroelectric power,Hydroelectric power,100.00
1095,Oberkirch,Other renewable energies,Photovoltaic,4251.81
1095,Oberkirch,Other renewable energies,Biomass,732.00
1097,Rickenbach (LU),Other renewable energies,Photovoltaic,603.54
1098,Ruswil,Other renewable energies,Photovoltaic,12755.27
1098,Ruswil,Other renewable energies,Biomass,549.40
1100,Schlierbach,Other renewable energies,Photovoltaic,1195.13
1104,Triengen,Other renewable energies,Photovoltaic,5856.49
1104,Triengen,Other renewable energies,Biomass,240.00
1107,Wolhusen,Other renewable energies,Photovoltaic,3545.27
1121,Alberswil,Other renewable energies,Photovoltaic,1275.05
1121,Alberswil,Hydroelectric power,Hydroelectric power,28.00
1123,Altishofen,Other renewable energies,Photovoltaic,18705.66
1123,Altishofen,Other renewable energies,Biomass,650.00
1123,Altishofen,Hydroelectric power,Hydroelectric power,123.60
1125,Dagmersellen,Other renewable energies,Photovoltaic,15438.33
1125,Dagmersellen,Other renewable energies,Biomass,490.00
1125,Dagmersellen,Hydroelectric power,Hydroelectric power,200.00
1127,Egolzwil,Other renewable energies,Photovoltaic,2413.53
1128,Ettiswil,Other renewable energies,Photovoltaic,2594.05
1128,Ettiswil,Other renewable energies,Biomass,55.00
1129,Fischbach,Other renewable energies,Photovoltaic,3261.49
1129,Fischbach,Hydroelectric power,Hydroelectric power,2.00
1132,Hergiswil bei Willisau,Other renewable energies,Photovoltaic,14849.25
1135,Luthern,Other renewable energies,Photovoltaic,1298.99
1136,Menznau,Other renewable energies,Photovoltaic,784.61
1139,Pfaffnau,Other renewable energies,Photovoltaic,2778.89
1139,Pfaffnau,Other renewable energies,Biomass,1.00
1140,Reiden,Other renewable energies,Photovoltaic,1242.31
1143,Schötz,Other renewable energies,Photovoltaic,600.48
1147,Wikon,Other renewable energies,Photovoltaic,930.21
1151,Willisau,Other renewable energies,Photovoltaic,1665.29
1151,Willisau,Hydroelectric power,Hydroelectric power,40.00
1201,Altdorf (UR),Other renewable energies,Photovoltaic,3564.77
1201,Altdorf (UR),Other renewable energies,Biomass,240.00
1201,Altdorf (UR),Hydroelectric power,Hydroelectric power,467.00
1202,Andermatt,Hydroelectric power,Hydroelectric power,153.00
1202,Andermatt,Other renewable energies,Wind energy,3300.00
1202,Andermatt,Other renewable energies,Photovoltaic,12.89
1203,Attinghausen,Other renewable energies,Photovoltaic,1355.77
1203,Attinghausen,Other renewable energies,Biomass,50.00
1203,Attinghausen,Hydroelectric power,Hydroelectric power,46896.00
1205,Bürglen (UR),Other renewable energies,Photovoltaic,3605.12
1205,Bürglen (UR),Other renewable energies,Biomass,165.00
1205,Bürglen (UR),Hydroelectric power,Hydroelectric power,25239.76
1206,Erstfeld,Hydroelectric power,Hydroelectric power,20077.00
1206,Erstfeld,Other renewable energies,Photovoltaic,2917.39
1207,Flüelen,Other renewable energies,Photovoltaic,528.71
1207,Flüelen,Hydroelectric power,Hydroelectric power,125.00
1208,Göschenen,Hydroelectric power,Hydroelectric power,198931.00
1208,Göschenen,Other renewable energies,Photovoltaic,63.71
1209,Gurtnellen,Hydroelectric power,Hydroelectric power,148152.50
1209,Gurtnellen,Other renewable energies,Photovoltaic,815.24
1211,Isenthal,Other renewable energies,Photovoltaic,9.04
1211,Isenthal,Hydroelectric power,Hydroelectric power,1200.00
1212,Realp,Hydroelectric power,Hydroelectric power,3580.00
1212,Realp,Other renewable energies,Photovoltaic,73.43
1213,Schattdorf,Hydroelectric power,Hydroelectric power,5355.00
1213,Schattdorf,Other renewable energies,Photovoltaic,3588.97
1214,Seedorf (UR),Other renewable energies,Photovoltaic,749.69
1214,Seedorf (UR),Hydroelectric power,Hydroelectric power,16931.00
1215,Seelisberg,Other renewable energies,Photovoltaic,337.39
1216,Silenen,Hydroelectric power,Hydroelectric power,4374.00
1217,Sisikon,Other renewable energies,Photovoltaic,97.79
1219,Unterschächen,Other renewable energies,Photovoltaic,41.14
1219,Unterschächen,Hydroelectric power,Hydroelectric power,2533.00
1220,Wassen,Other renewable energies,Photovoltaic,30.80
1220,Wassen,Hydroelectric power,Hydroelectric power,54750.00
1301,Einsiedeln,Other renewable energies,Photovoltaic,8137.27
1301,Einsiedeln,Other renewable energies,Biomass,223.00
1301,Einsiedeln,Hydroelectric power,Hydroelectric power,62.00
1311,Gersau,Other renewable energies,Photovoltaic,4007.66
1311,Gersau,Other renewable energies,Biomass,14.00
1311,Gersau,Hydroelectric power,Hydroelectric power,272.00
1321,Feusisberg,Other renewable energies,Photovoltaic,4319.62
1321,Feusisberg,Hydroelectric power,Hydroelectric power,3061.03
1322,Freienbach,Other renewable energies,Photovoltaic,4294.90
1322,Freienbach,Hydroelectric power,Hydroelectric power,300.00
1331,Küssnacht (SZ),Other renewable energies,Photovoltaic,6935.06
1331,Küssnacht (SZ),Other renewable energies,Biomass,8115.00
1331,Küssnacht (SZ),Hydroelectric power,Hydroelectric power,67.00
1341,Altendorf,Other renewable energies,Photovoltaic,3385.66
1341,Altendorf,Hydroelectric power,Hydroelectric power,135000.00
1342,Galgenen,Other renewable energies,Photovoltaic,5569.13
1342,Galgenen,Other renewable energies,Biomass,7092.00
1342,Galgenen,Hydroelectric power,Hydroelectric power,107700.00
1343,Innerthal,Other renewable energies,Photovoltaic,137.27
1345,Reichenburg,Other renewable energies,Photovoltaic,2892.26
1346,Schübelbach,Other renewable energies,Photovoltaic,5085.17
1346,Schübelbach,Hydroelectric power,Hydroelectric power,82.00
1347,Tuggen,Other renewable energies,Photovoltaic,6256.60
1347,Tuggen,Hydroelectric power,Hydroelectric power,607.00
1348,Vorderthal,Other renewable energies,Photovoltaic,291.40
1361,Alpthal,Other renewable energies,Photovoltaic,3975.79
1361,Alpthal,Hydroelectric power,Hydroelectric power,155.00
1362,Arth,Other renewable energies,Photovoltaic,5774.94
1362,Arth,Hydroelectric power,Hydroelectric power,49.80
1363,Illgau,Other renewable energies,Photovoltaic,242.10
1364,Ingenbohl,Other renewable energies,Photovoltaic,7930.35
1364,Ingenbohl,Hydroelectric power,Hydroelectric power,15.00
1365,Lauerz,Hydroelectric power,Hydroelectric power,52.00
1365,Lauerz,Other renewable energies,Photovoltaic,582.78
1366,Morschach,Other renewable energies,Photovoltaic,433.00
1366,Morschach,Hydroelectric power,Hydroelectric power,11.00
1367,Muotathal,Other renewable energies,Photovoltaic,1371.14
